ID,Name,URL,Size,GC,rRNA,tRNA,gene,Goodness_Level,Region,Next_url,Final_url
257,Gnetum montanum,http://www.ncbi.nlm.nih.gov/genome/18165?genome_assembly_id=47032,115.019,38.16,-,40,105,1,South/SE Asia,http://www.ncbi.nlm.nih.gov/nuccore/490345002?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=490345002&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
258,Gnetum parvifolium,http://www.ncbi.nlm.nih.gov/genome/8859?genome_assembly_id=38446,114.914,38.18,8,40,115,1,South/SE Asia,http://www.ncbi.nlm.nih.gov/nuccore/220983471?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=220983471&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
259,Goodyera fumata,http://www.ncbi.nlm.nih.gov/genome/37033?genome_assembly_id=229765,155.643,37.27,8,38,133,3,,,
260,Gossypium anomalum,http://www.ncbi.nlm.nih.gov/genome/24046?genome_assembly_id=49514,159.507,37.33,8,37,133,1,Subsaharan Africa,http://www.ncbi.nlm.nih.gov/nuccore/326457019?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=326457019&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
261,Gossypium arboreum,http://www.ncbi.nlm.nih.gov/genome/10948?genome_assembly_id=206879,160.23,37.23,8,37,128,3,,,
262,Gossypium areysianum,http://www.ncbi.nlm.nih.gov/genome/14414?genome_assembly_id=44763,159.572,37.37,8,37,128,1,Levant,http://www.ncbi.nlm.nih.gov/nuccore/335354564?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=335354564&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
263,Gossypium barbadense,http://www.ncbi.nlm.nih.gov/genome/10770?genome_assembly_id=39686,160.317,37.23,8,37,129,3,,,
264,Gossypium bickii,http://www.ncbi.nlm.nih.gov/genome/24045?genome_assembly_id=49508,159.422,37.2,8,36,132,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/326457106?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=326457106&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
265,Gossypium capitis-viridis,http://www.ncbi.nlm.nih.gov/genome/14412?genome_assembly_id=44761,159.467,37.32,8,37,128,4,,,
266,Gossypium darwinii,http://www.ncbi.nlm.nih.gov/genome/12350?genome_assembly_id=40635,160.378,37.23,8,37,128,2,,,
267,Gossypium gossypioides,http://www.ncbi.nlm.nih.gov/genome/13893?genome_assembly_id=44375,159.959,37.31,8,37,128,4,,,
268,Gossypium herbaceum,http://www.ncbi.nlm.nih.gov/genome/12371?genome_assembly_id=49482,160.14,37.31,8,36,132,2,Levant,,
269,Gossypium herbaceum subsp. africanum,http://www.ncbi.nlm.nih.gov/genome/12371?genome_assembly_id=40653,160.315,37.22,8,37,128,1,Subsaharan Africa,http://www.ncbi.nlm.nih.gov/nuccore/318084464?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=318084464&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
270,Gossypium hirsutum,http://www.ncbi.nlm.nih.gov/genome/10704?genome_assembly_id=39600,160.301,37.24,8,37,129,1,C. America and Mexico,http://www.ncbi.nlm.nih.gov/nuccore/85687395?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=85687395&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
271,Gossypium incanum,http://www.ncbi.nlm.nih.gov/genome/14415?genome_assembly_id=44764,159.205,37.39,8,37,128,2,Levant,,
272,Gossypium longicalyx,http://www.ncbi.nlm.nih.gov/genome/12906?genome_assembly_id=49485,160.241,37.24,8,37,133,3,,,
273,Gossypium mustelinum,http://www.ncbi.nlm.nih.gov/genome/12388?genome_assembly_id=40668,160.313,37.22,8,37,128,1,S. America,http://www.ncbi.nlm.nih.gov/nuccore/318084548?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=318084548&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
274,Gossypium raimondii,http://www.ncbi.nlm.nih.gov/genome/3239?genome_assembly_id=34402,160.161,37.31,8,37,128,4,,,
275,Gossypium robinsonii,http://www.ncbi.nlm.nih.gov/genome/14410?genome_assembly_id=44759,159.849,37.16,8,37,128,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/335354648?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=335354648&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
276,Gossypium somalense,http://www.ncbi.nlm.nih.gov/genome/14413?genome_assembly_id=44762,159.539,37.37,8,37,128,1,Subsaharan Africa,http://www.ncbi.nlm.nih.gov/nuccore/335354396?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=335354396&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
277,Gossypium stocksii,http://www.ncbi.nlm.nih.gov/genome/24042?genome_assembly_id=49504,159.039,37.41,8,37,132,4,,,
278,Gossypium sturtianum,http://www.ncbi.nlm.nih.gov/genome/24048?genome_assembly_id=49517,159.627,37.13,8,36,131,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/326457455?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=326457455&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
279,Gossypium thurberi,http://www.ncbi.nlm.nih.gov/genome/13944?genome_assembly_id=44414,160.264,37.22,8,40,134,1,N. America,http://www.ncbi.nlm.nih.gov/nuccore/290775771?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=290775771&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
280,Gossypium tomentosum,http://www.ncbi.nlm.nih.gov/genome/12369?genome_assembly_id=40651,160.433,37.2,8,37,128,0,N. America,http://www.ncbi.nlm.nih.gov/nuccore/318084716?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=318084716&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
281,Gossypium turneri,http://www.ncbi.nlm.nih.gov/genome/37109?genome_assembly_id=229841,159.927,37.26,8,37,128,4,,,
282,Guizotia abyssinica,http://www.ncbi.nlm.nih.gov/genome/8494?genome_assembly_id=38189,151.762,37.62,8,37,132,1,Subsaharan Africa,http://www.ncbi.nlm.nih.gov/nuccore/179366234?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=179366234&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
283,Gynochthodes officinalis,??,??,??,??,??,??,4,East Asia,,
284,Habenaria pantlingiana,http://www.ncbi.nlm.nih.gov/genome/37032?genome_assembly_id=229764,153.951,36.59,8,38,133,1,East Asia,http://www.ncbi.nlm.nih.gov/nuccore/655167002?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=655167002&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
285,Haloxylon ammodendron,http://www.ncbi.nlm.nih.gov/genome/39803?genome_assembly_id=244830,151.57,36.58,8,37,133,3,,,
286,Haloxylon persicum,http://www.ncbi.nlm.nih.gov/genome/39802?genome_assembly_id=244829,151.586,36.58,8,37,133,2,Levant,,
287,Hanabusaya asiatica,http://www.ncbi.nlm.nih.gov/genome/33792?genome_assembly_id=206653,167.287,38.76,10,37,137,0,East Asia,http://www.ncbi.nlm.nih.gov/nuccore/630056833?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=630056833&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
288,Helianthus annuus,http://www.ncbi.nlm.nih.gov/genome/351?genome_assembly_id=28715,151.104,37.62,8,43,138,1,N. America,http://www.ncbi.nlm.nih.gov/nuccore/88656873?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=88656873&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
289,Heloniopsis tubiflora,http://www.ncbi.nlm.nih.gov/genome/38398?genome_assembly_id=232233,158.229,37.5,8,38,138,1,East Asia,http://www.ncbi.nlm.nih.gov/nuccore/705244307?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=705244307&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
290,Hesperelaea palmeri,http://www.ncbi.nlm.nih.gov/genome/35376?genome_assembly_id=214262,155.82,37.81,8,37,130,2,,,
291,Hevea brasiliensis,http://www.ncbi.nlm.nih.gov/genome/503?genome_assembly_id=206785,161.191,35.74,8,37,136,1,S. America,http://www.ncbi.nlm.nih.gov/nuccore/308523486?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=308523486&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
292,Hibiscus syriacus,http://www.ncbi.nlm.nih.gov/genome/37069?genome_assembly_id=229801,161.019,36.83,-,21,100,3,,,
293,Hirtella physophora,http://www.ncbi.nlm.nih.gov/genome/33283?genome_assembly_id=206143,162.955,36.25,8,37,130,4,,,
294,Hirtella racemosa,http://www.ncbi.nlm.nih.gov/genome/31846?genome_assembly_id=58831,162.891,36.23,8,37,130,2,S. America,,
295,Hordeum vulgare subsp. vulgare,http://www.ncbi.nlm.nih.gov/genome/9?genome_assembly_id=206671,136.462,38.32,8,48,141,1,Levant,http://www.ncbi.nlm.nih.gov/nuccore/118201020?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=118201020&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
296,Humulus lupulus,http://www.ncbi.nlm.nih.gov/genome/12884?genome_assembly_id=249559,153.751,36.79,8,36,137,3,,,
297,Huperzia lucidula,http://www.ncbi.nlm.nih.gov/genome/7549?genome_assembly_id=37601,154.373,36.25,8,33,129,1,N. America,http://www.ncbi.nlm.nih.gov/nuccore/50659959?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=50659959&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
298,Hypseocharis bilobata,http://www.ncbi.nlm.nih.gov/genome/14933?genome_assembly_id=49490,165.002,38.89,8,39,133,1,S. America,http://www.ncbi.nlm.nih.gov/nuccore/540067539?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=540067539&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
299,Illicium oligandrum,http://www.ncbi.nlm.nih.gov/genome/8261?genome_assembly_id=38019,148.553,39.05,8,35,126,4,,,
300,Indocalamus wilsonii,http://www.ncbi.nlm.nih.gov/genome/33752?genome_assembly_id=206613,139.962,38.8,8,39,130,,,,
301,Indosasa sinica,http://www.ncbi.nlm.nih.gov/genome/33764?genome_assembly_id=206625,139.66,38.9,8,39,129,,,,
302,Iochroma loxense,http://www.ncbi.nlm.nih.gov/genome/36667?genome_assembly_id=228597,157.002,37.67,8,39,140,,,,
303,Iochroma nitidum,http://www.ncbi.nlm.nih.gov/genome/36817?genome_assembly_id=229194,156.574,37.7,8,37,138,,,,
304,Iochroma stenanthum,http://www.ncbi.nlm.nih.gov/genome/36741?genome_assembly_id=228958,156.858,37.65,8,37,137,,,,
305,Iochroma tingoanum,http://www.ncbi.nlm.nih.gov/genome/38363?genome_assembly_id=232198,156.823,37.67,8,38,130,,,,
306,Ipomoea batatas,http://www.ncbi.nlm.nih.gov/genome/11776?genome_assembly_id=228475,161.303,37.59,8,40,141,,,,
307,Ipomoea purpurea,http://www.ncbi.nlm.nih.gov/genome/22485?genome_assembly_id=38054,162.046,37.48,8,38,131,,,,
308,Isoetes flaccida,http://www.ncbi.nlm.nih.gov/genome/9597?genome_assembly_id=38982,145.303,37.94,8,37,136,,,,
309,Jacobaea vulgaris,http://www.ncbi.nlm.nih.gov/genome/9870?genome_assembly_id=39190,150.689,37.32,8,37,132,,,,
310,Jasminum nudiflorum,http://www.ncbi.nlm.nih.gov/genome/8034?genome_assembly_id=37840,165.121,37.98,8,38,131,,,,
311,Jatropha curcas,http://www.ncbi.nlm.nih.gov/genome/915?genome_assembly_id=202045,163.856,35.36,8,37,130,,,,
312,Juniperus bermudiana,http://www.ncbi.nlm.nih.gov/genome/31804?genome_assembly_id=57074,127.659,34.85,4,32,118,,,,
313,Juniperus cedrus,http://www.ncbi.nlm.nih.gov/genome/41018?genome_assembly_id=256236,127.126,34.97,4,33,119,,,,
314,Juniperus monosperma,http://www.ncbi.nlm.nih.gov/genome/31802?genome_assembly_id=57069,127.744,34.88,4,33,119,,,,
315,Juniperus scopulorum,http://www.ncbi.nlm.nih.gov/genome/31799?genome_assembly_id=57066,127.774,34.82,4,33,119,,,,
316,Juniperus virginiana,http://www.ncbi.nlm.nih.gov/genome/31800?genome_assembly_id=57067,127.77,34.83,4,33,119,,,,
317,Kalopanax septemlobus,http://www.ncbi.nlm.nih.gov/genome/23148?genome_assembly_id=49149,156.413,37.95,8,37,134,,,,
318,Keteleeria davidiana,http://www.ncbi.nlm.nih.gov/genome/8858?genome_assembly_id=38445,117.72,38.55,4,34,119,,,,
319,Lactuca sativa,http://www.ncbi.nlm.nih.gov/genome/352?genome_assembly_id=206757,152.765,37.55,7,37,128,,,,
320,Larix decidua,http://www.ncbi.nlm.nih.gov/genome/11824?genome_assembly_id=40256,122.474,38.78,4,34,110,,,,
321,Larrea tridentata,http://www.ncbi.nlm.nih.gov/genome/40489?genome_assembly_id=249725,136.194,35.09,8,35,125,,,,
322,Lathraea squamaria,http://www.ncbi.nlm.nih.gov/genome/40145?genome_assembly_id=248171,150.504,38.13,8,37,130,,,,
323,Lathyrus clymenum,http://www.ncbi.nlm.nih.gov/genome/38389?genome_assembly_id=232224,121.263,34.95,4,31,110,,,,
324,Lathyrus davidii,http://www.ncbi.nlm.nih.gov/genome/38197?genome_assembly_id=231571,123.895,34.89,4,30,108,,,,
325,Lathyrus graminifolius,http://www.ncbi.nlm.nih.gov/genome/38237?genome_assembly_id=231611,122.438,34.96,4,30,109,,,,
326,Lathyrus inconspicuus,http://www.ncbi.nlm.nih.gov/genome/38371?genome_assembly_id=232206,123.153,34.74,4,30,108,,,,
327,Lathyrus japonicus,http://www.ncbi.nlm.nih.gov/genome/38210?genome_assembly_id=231584,124.242,34.9,4,30,109,,,,
328,Lathyrus littoralis,http://www.ncbi.nlm.nih.gov/genome/38248?genome_assembly_id=231622,123.734,34.81,4,30,108,,,,
329,Lathyrus ochroleucus,http://www.ncbi.nlm.nih.gov/genome/38217?genome_assembly_id=231591,123.911,34.92,4,30,109,,,,
330,Lathyrus odoratus,http://www.ncbi.nlm.nih.gov/genome/38388?genome_assembly_id=232223,120.289,35.16,4,30,107,,,,
331,Lathyrus palustris,http://www.ncbi.nlm.nih.gov/genome/38247?genome_assembly_id=231621,124.287,34.85,4,30,109,,,,
332,Lathyrus pubescens,http://www.ncbi.nlm.nih.gov/genome/38246?genome_assembly_id=231620,126.421,35.01,4,30,108,,,,
333,Lathyrus sativus,http://www.ncbi.nlm.nih.gov/genome/9439?genome_assembly_id=38890,121.02,35.11,4,30,109,,,,
334,Lathyrus tingitanus,http://www.ncbi.nlm.nih.gov/genome/38387?genome_assembly_id=232222,122.165,34.87,4,30,108,,,,
335,Lathyrus venosus,http://www.ncbi.nlm.nih.gov/genome/38216?genome_assembly_id=231590,125.459,34.88,5,30,110,,,,
336,Lecomtella madagascariensis,http://www.ncbi.nlm.nih.gov/genome/15821?genome_assembly_id=248252,139.073,38.62,8,40,132,,,,
337,Lemna minor,http://www.ncbi.nlm.nih.gov/genome/8382?genome_assembly_id=38111,165.955,35.72,8,37,135,,,,
338,Lens culinaris,http://www.ncbi.nlm.nih.gov/genome/11026?genome_assembly_id=231947,122.967,34.43,4,30,108,,,,
339,Leontopodium leiolepis,http://www.ncbi.nlm.nih.gov/genome/40154?genome_assembly_id=248180,151.072,37.32,8,37,132,,,,
340,Lepidium virginicum JO26,http://www.ncbi.nlm.nih.gov/genome/8208?genome_assembly_id=37975,154.743,36.47,8,37,130,,,,
341,Lepidozamia peroffskyana,http://www.ncbi.nlm.nih.gov/genome/38852?genome_assembly_id=235382,165.939,39.9,8,39,135,,,,
342,Licania alba,http://www.ncbi.nlm.nih.gov/genome/31850?genome_assembly_id=58835,162.467,36.27,8,37,130,,,,
343,Licania heteromorpha,http://www.ncbi.nlm.nih.gov/genome/31845?genome_assembly_id=58830,162.833,36.2,8,37,130,,,,
344,Licania sprucei,http://www.ncbi.nlm.nih.gov/genome/31848?genome_assembly_id=58833,162.228,36.28,8,37,130,,,,
345,Lilium hansonii,http://www.ncbi.nlm.nih.gov/genome/39809?genome_assembly_id=244836,152.655,37,8,39,130,,,,
346,Lilium sp. KHK-2014,http://www.ncbi.nlm.nih.gov/genome/39801?genome_assembly_id=244828,152.715,37,8,39,130,,,,
347,Lilium superbum,http://www.ncbi.nlm.nih.gov/genome/37031?genome_assembly_id=229763,152.069,37.04,8,38,133,,,,
348,Lilium tsingtauense,http://www.ncbi.nlm.nih.gov/genome/39808?genome_assembly_id=244835,152.71,37,8,39,131,,,,
349,Lindenbergia philippensis,http://www.ncbi.nlm.nih.gov/genome/23205?genome_assembly_id=48446,155.103,37.79,8,37,137,,,,
350,Liquidambar formosana,http://www.ncbi.nlm.nih.gov/genome/23976?genome_assembly_id=49408,160.41,37.95,8,37,132,,,,
351,Liriodendron tulipifera,http://www.ncbi.nlm.nih.gov/genome/12033?genome_assembly_id=40436,159.886,39.16,8,37,129,,,,
352,Lobularia maritima,http://www.ncbi.nlm.nih.gov/genome/8215?genome_assembly_id=37982,152.659,36.51,8,37,129,,,,
353,Lolium perenne,http://www.ncbi.nlm.nih.gov/genome/484?genome_assembly_id=29375,135.282,38.25,8,38,130,,,,
354,Lonicera japonica,http://www.ncbi.nlm.nih.gov/genome/17707?genome_assembly_id=229530,155.078,38.58,8,39,130,,,,
355,Lotus japonicus Accession MG-20,http://www.ncbi.nlm.nih.gov/genome/89?genome_assembly_id=206711,150.519,36.03,8,37,128,,,,
356,Lupinus luteus,http://www.ncbi.nlm.nih.gov/genome/14438?genome_assembly_id=49384,151.894,36.61,8,37,129,,,,
357,Luzuriaga radicans,http://www.ncbi.nlm.nih.gov/genome/34481?genome_assembly_id=212597,157.885,38.07,8,38,135,,,,
358,Lygodium japonicum,http://www.ncbi.nlm.nih.gov/genome/22499?genome_assembly_id=47391,157.26,40.64,8,32,131,,,,
359,Macadamia integrifolia,http://www.ncbi.nlm.nih.gov/genome/34480?genome_assembly_id=212596,159.714,38.12,8,38,135,,,,
360,Machilus balansae,http://www.ncbi.nlm.nih.gov/genome/40741?genome_assembly_id=250090,152.721,39.15,8,36,126,,,,
361,Machilus yunnanensis,http://www.ncbi.nlm.nih.gov/genome/40733?genome_assembly_id=250082,152.622,39.16,8,36,127,,,,
362,Macrozamia mountperriensis,http://www.ncbi.nlm.nih.gov/genome/38811?genome_assembly_id=235341,166.341,39.76,8,39,135,,,,
363,Magnolia denudata,http://www.ncbi.nlm.nih.gov/genome/14765?genome_assembly_id=44942,160.053,39.25,8,37,129,,,,
364,Magnolia grandiflora,http://www.ncbi.nlm.nih.gov/genome/16741?genome_assembly_id=46274,159.623,39.3,8,37,129,,,,
365,Magnolia kwangsiensis,http://www.ncbi.nlm.nih.gov/genome/10516?genome_assembly_id=39537,159.667,39.26,8,37,129,,,,
366,Magnolia officinalis,http://www.ncbi.nlm.nih.gov/genome/16742?genome_assembly_id=46276,160.183,39.22,8,37,127,,,,
367,Magnolia officinalis subsp. biloba,http://www.ncbi.nlm.nih.gov/genome/16742?genome_assembly_id=46275,160.105,39.25,8,37,129,,,,
368,Magnolia yunnanensis,http://www.ncbi.nlm.nih.gov/genome/33597?genome_assembly_id=206458,160.085,39.27,8,37,138,,,,
369,Manihot esculenta,http://www.ncbi.nlm.nih.gov/genome/441?genome_assembly_id=206772,161.453,35.87,7,38,131,,,,
370,Mankyua chejuensis,http://www.ncbi.nlm.nih.gov/genome/13281?genome_assembly_id=41018,146.221,37.97,8,37,135,,,,
371,Marchantia polymorpha,http://www.ncbi.nlm.nih.gov/genome/3220?genome_assembly_id=34394,121.024,28.81,8,37,134,,,,
372,Marsilea crenata,http://www.ncbi.nlm.nih.gov/genome/22544?genome_assembly_id=47427,151.628,42.22,8,32,129,,,,
373,Masdevallia coccinea,http://www.ncbi.nlm.nih.gov/genome/36748?genome_assembly_id=228965,157.423,36.81,8,38,132,,,,
374,Masdevallia picturata,http://www.ncbi.nlm.nih.gov/genome/36870?genome_assembly_id=229290,156.045,36.88,8,37,133,,,,
375,Medicago hybrida,http://www.ncbi.nlm.nih.gov/genome/38381?genome_assembly_id=232216,125.208,33.82,4,30,109,,,,
376,Medicago papillosa,http://www.ncbi.nlm.nih.gov/genome/38379?genome_assembly_id=232214,125.203,33.83,4,30,109,,,,
377,Megaleranthis saniculifolia,http://www.ncbi.nlm.nih.gov/genome/8967?genome_assembly_id=38533,159.924,38.05,8,36,131,,,,
378,Metapanax delavayi,http://www.ncbi.nlm.nih.gov/genome/23181?genome_assembly_id=48488,156.343,37.93,8,37,134,,,,
379,Metasequoia glyptostroboides,http://www.ncbi.nlm.nih.gov/genome/38600?genome_assembly_id=233320,131.887,35.25,4,31,117,,,,
380,Millettia pinnata,http://www.ncbi.nlm.nih.gov/genome/11036?genome_assembly_id=39938,152.968,34.83,8,37,135,,,,
381,Morinda officinalis,http://www.ncbi.nlm.nih.gov/genome/40504?genome_assembly_id=249740,153.398,38.05,8,33,133,,,,
382,Morus indica,http://www.ncbi.nlm.nih.gov/genome/8029?genome_assembly_id=37837,158.484,36.37,8,37,130,,,,
383,Morus mongolica,http://www.ncbi.nlm.nih.gov/genome/35742?genome_assembly_id=217225,158.459,36.29,8,37,129,,,,
384,Morus notabilis,http://www.ncbi.nlm.nih.gov/genome/17692?genome_assembly_id=231457,158.68,36.36,8,37,129,,,,
385,Myriopteris lindheimeri,http://www.ncbi.nlm.nih.gov/genome/10808?genome_assembly_id=248241,155.77,42.72,8,35,132,,,,
386,Nageia nagi,http://www.ncbi.nlm.nih.gov/genome/23973?genome_assembly_id=49395,133.722,37.26,4,32,117,,,,
387,Najas flexilis,http://www.ncbi.nlm.nih.gov/genome/23065?genome_assembly_id=47278,156.366,38.22,8,35,122,,,,
388,Nandina domestica,http://www.ncbi.nlm.nih.gov/genome/15343?genome_assembly_id=45344,156.599,38.32,8,37,134,,,,
389,Nasturtium officinale,http://www.ncbi.nlm.nih.gov/genome/8209?genome_assembly_id=37976,155.105,36.37,8,37,130,,,,
390,Nelumbo lutea,http://www.ncbi.nlm.nih.gov/genome/9878?genome_assembly_id=39198,163.206,38.01,8,37,130,,,,
391,Nelumbo nucifera,http://www.ncbi.nlm.nih.gov/genome/14095?genome_assembly_id=58790,163.33,37.97,8,37,130,,,,
392,Neyraudia reynaudiana,http://www.ncbi.nlm.nih.gov/genome/33426?genome_assembly_id=206287,135.367,38.36,8,40,133,,,,
393,Nicotiana sylvestris,http://www.ncbi.nlm.nih.gov/genome/13135?genome_assembly_id=40958,155.941,37.85,8,37,149,,,,
394,Nicotiana tabacum,http://www.ncbi.nlm.nih.gov/genome/425?genome_assembly_id=206769,155.943,37.85,8,37,143,,,,
395,Nicotiana tomentosiformis,http://www.ncbi.nlm.nih.gov/genome/12239?genome_assembly_id=40556,155.745,37.79,8,37,150,,,,
396,Nicotiana undulata,http://www.ncbi.nlm.nih.gov/genome/12210?genome_assembly_id=40542,155.863,37.88,8,37,156,,,,
397,Nuphar advena,http://www.ncbi.nlm.nih.gov/genome/12034?genome_assembly_id=40437,160.866,39.12,8,38,132,,,,
398,Nyholmiella obtusifolia,http://www.ncbi.nlm.nih.gov/genome/37213?genome_assembly_id=230508,122.895,28.45,8,37,126,,,,
399,Nymphaea alba,http://www.ncbi.nlm.nih.gov/genome/7375?genome_assembly_id=37482,159.93,39.15,8,37,130,,,,
400,Nymphaea mexicana,http://www.ncbi.nlm.nih.gov/genome/33600?genome_assembly_id=206461,159.962,39.08,8,40,139,,,,
401,Oenothera argillicola,http://www.ncbi.nlm.nih.gov/genome/8457?genome_assembly_id=38169,165.055,39.13,8,38,135,,,,
402,Oenothera biennis,http://www.ncbi.nlm.nih.gov/genome/8458?genome_assembly_id=38170,164.807,39.07,8,38,135,,,,
403,Oenothera elata subsp. hookeri,http://www.ncbi.nlm.nih.gov/genome/7401?genome_assembly_id=37502,165.728,39.07,8,38,135,,,,
404,Oenothera glazioviana,http://www.ncbi.nlm.nih.gov/genome/8467?genome_assembly_id=38174,165.225,39.01,8,38,135,,,,
405,Oenothera parviflora,http://www.ncbi.nlm.nih.gov/genome/8468?genome_assembly_id=38175,163.365,39.06,8,38,135,,,,
406,Olea europaea,http://www.ncbi.nlm.nih.gov/genome/10724?genome_assembly_id=39627,155.888,37.8,8,37,130,,,,
407,Olea europaea subsp. cuspidata,http://www.ncbi.nlm.nih.gov/genome/10724?genome_assembly_id=39626,155.862,37.81,8,37,130,,,,
408,Olea europaea subsp. maroccana,http://www.ncbi.nlm.nih.gov/genome/10724?genome_assembly_id=39624,155.896,37.81,8,37,130,,,,
409,Olea woodiana subsp. woodiana,http://www.ncbi.nlm.nih.gov/genome/9881?genome_assembly_id=39199,155.942,37.79,8,37,130,,,,
410,Oligostachyum shiuyingianum,http://www.ncbi.nlm.nih.gov/genome/33751?genome_assembly_id=206612,139.647,38.92,8,39,129,,,,
411,Olimarabidopsis pumila JS2,http://www.ncbi.nlm.nih.gov/genome/8211?genome_assembly_id=37978,154.737,36.48,8,37,130,,,,
412,Oncidium hybrid cultivar,http://www.ncbi.nlm.nih.gov/genome/12049?genome_assembly_id=40452,146.484,37.32,8,37,128,,,,
413,Ophioglossum californicum,http://www.ncbi.nlm.nih.gov/genome/16273?genome_assembly_id=46032,138.27,42.15,8,37,130,,,,
